 ,TV,radio,newspaper,sales
1,62.81799374826466,12.488018229868686,17.925460136196737,8.782543906057175
2,66.54290783556664,11.87224408718182,38.13548344142805,9.534307910052762
3,223.09583123382194,4.178440554139033,49.43280725633757,12.705892838587847
4,192.721830775449,35.580140841366564,74.77790829611487,18.730306065710227
5,276.74011068985715,2.6212736358387607,23.257059897095804,11.507654506766256
6,75.99851742230929,20.873707897444227,31.54457379949431,11.674447036820077
7,168.42422048984406,42.261628995113945,4.610668702409075,20.050512169596363
8,164.24242600686105,36.491885601749495,8.459301448493285,18.26677834710735
9,292.80764948875003,28.615105117489517,42.57543977683007,21.722517418499443
10,23.840776376792537,35.6583820069362,65.64585539544697,9.808192283795043
11,213.6820783436431,42.52725637548149,33.01683693365754,21.346562621646658
12,139.41777513980549,1.6232575899558004,26.91144516833344,9.898829538897633
13,263.1037623649969,3.9332242003621976,19.913835323626497,12.949298268775667
14,238.76376262177553,4.172106218830329,36.528225345337,12.830390434475959
15,261.00985560528744,40.73153579937774,54.83160181626559,23.63195865932254
16,199.15380365253773,48.649077241819796,60.570639260425686,23.58178363925437
17,211.33871859625899,49.43562972227825,38.404684776224364,23.351527342308724
18,192.13297621478193,29.32451254107154,18.600673478551204,17.504445793054437
19,7.077903721715775,29.968682539470205,41.52503342834767,4.464169832821608
20,229.29200946589387,33.338032226069146,74.37509450124378,20.29772859137648
21,8.634422472403397,27.71613853004615,1.0669859349398196,4.979538014087664
22,290.90798436395363,3.7081876705139316,9.502107512285567,13.310516649878165
23,276.51018467703386,47.75091161609111,42.174688476496534,27.627293025547736
24,294.1558459751781,27.11539719050759,1.775079394069046,20.799390822896616
25,76.74538631215201,2.0474731270290865,14.745262162947068,10.596025319846841
26,250.01355752846766,35.849185893756975,72.38388339748592,22.25629802655333
27,214.48090012775478,26.572422570629772,13.525598844731219,17.622483781169727
28,215.53269794942983,24.376372685446622,58.04500455261643,16.763796868166555
29,97.14175695137168,7.29446077871178,7.649687825871491,10.0865537281233
30,130.57799534799892,5.214239260283045,31.37368257904669,10.573642037343877
